FID,ROADNAME,NUM_LANES,SUR_TYPE,Label_Cate
619,FOURTH AVENUE,2,Paved,County Road
620,SHASTA BOULEVARD,2,Paved,County Road
621,99-97 CUTOFF,2,Paved,County Road
622,THIRD AVENUE,2,Paved,County Road
623,SHASTA BOULEVARD,2,Paved,County Road
624,SISKIYOU AVENUE,2,Paved,County Road
625,SHASTA BOULEVARD,2,Paved,County Road
626,SHASTA BOULEVARD,2,Unpaved,County Road
627,99-97 CUTOFF,2,Paved,County Road
628,OLD 99 HIGHWAY,2,Paved,County Road
629,FOURTH STREET,2,Paved,County Road
630,SISKIYOU AVENUE,2,Paved,County Road
631,THIRD AVENUE,2,Paved,County Road
632,FOURTH STREET,2,Paved,County Road
633,FOURTH STREET,2,Paved,County Road
634,4TH AVENUE,2,Paved,County Road
635,THIRD AVENUE,2,Paved,County Road
636,FIFTH STREET,2,Paved,County Road
637,SISKIYOU AVENUE,2,Paved,County Road
638,FIFTH STREET,2,Paved,County Road
639,OLD STATE HWY,2,Paved,County Road
640,OLD STATE HWY,2,Unpaved,County Road
641,4TH AVENUE,2,Paved,County Road
642,THIRD AVENUE,2,Paved,County Road
643,SIXTH STREET,2,Paved,County Road
644,SISKIYOU AVENUE,2,Paved,County Road
645,SIXTH STREET,2,Paved,County Road
646,I-5R,2,Paved,Interstate Ramp
647,I-5,2,Paved,Interstate
648,I-5,2,Paved,Interstate
649,RALSTON ROAD,2,Unpaved,County Road
650,HWY 97,3,Paved,State Highway
651,SCOTT RIVER ROAD,2,Paved,County Road
652,TENNANT ROAD,2,Paved,County Road
653,LONG PRAIRIE ROAD,2,Unpaved,County Road
654,CRAM GULCH ROAD,2,Paved,County Road
655,SCOTT RIVER ROAD,2,Paved,County Road
656,CANYON CREEK ROAD,2,Unpaved,County Road
657,STERCHI LANE,2,Paved,County Road
658,HWY 3,2,Paved,State Highway
659,BIG SPRINGS ROAD,2,Paved,County Road
660,MACHADO LANE,2,Paved,County Road
661,CANYON CREEK ROAD,2,Paved,County Road
662,CANYON CREEK ROAD,2,Unpaved,County Road
663,SCOTT RIVER ROAD,2,Paved,County Road
664,HWY 3,2,Paved,State Highway
665,SOAP CREEK ROAD,2,Paved,County Road
666,OLD STATE HWY,2,Unpaved,County Road
667,OLD STATE HWY,2,Paved,County Road
668,TENNANT ROAD,2,Paved,County Road
669,PEACH ORCHARD ROAD,2,Paved,County Road
670,RATTLESNAKE CREEK ROAD,2,Unpaved,County Road
671,EAST MOFFETT CREEK ROAD,2,Paved,County Road
672,BOULDER CREEK ROAD,2,Unpaved,County Road
673,CANYON CREEK ROAD,2,Unpaved,County Road
674,SCOTT RIVER ROAD,2,Paved,County Road
675,SCOTT RIVER ROAD,2,Paved,County Road
676,99-97 CUTOFF,2,Paved,County Road
677,HWY 3,2,Paved,State Highway
678,QUARTZ VALLEY ROAD,2,Paved,County Road
679,QUARTZ VALLEY ROAD,2,Paved,County Road
680,MACHADO LANE,2,Paved,County Road
681,99-97 CUTOFF,2,Paved,County Road
682,HWY 97,2,Paved,State Highway
683,HWY 3,2,Paved,State Highway
684,OLD 99 HIGHWAY,2,Paved,County Road
685,WHITE ROCK ROAD,2,Paved,County Road
686,PEACH ORCHARD ROAD,2,Paved,County Road
687,OLD 99 HIGHWAY,2,Paved,County Road
688,SISKIYOU AVENUE,2,Paved,County Road
689,RATTLESNAKE CREEK ROAD,2,Paved,County Road
690,SCOTT RIVER ROAD,2,Paved,County Road
691,GUYS GULCH ROAD,2,Paved,County Road
692,EAST MOFFETT CREEK ROAD,2,Paved,County Road
693,INDIAN CREEK ROAD,2,Paved,County Road
694,SCOTT RIVER ROAD,2,Paved,County Road
695,HWY 97,4,Paved,State Highway
696,SISKIYOU AVENUE,2,Paved,County Road
697,I-5,2,Paved,Interstate
698,SISKIYOU AVENUE,2,Paved,County Road
699,I-5,2,Paved,Interstate
700,SISKIYOU AVENUE,2,Paved,County Road
701,WHITE ROCK ROAD,2,Paved,County Road
702,QUARTZ VALLEY ROAD,2,Paved,County Road
703,HWY 3,2,Paved,State Highway
704,MCADAMS CREEK ROAD,2,Paved,County Road
705,EAST MOFFETT CREEK ROAD,2,Unpaved,County Road
706,EAST MOFFETT CREEK ROAD,2,Paved,County Road
707,WEST MOFFETT CREEK ROAD,2,Paved,County Road
708,BIG SPRINGS ROAD,2,Paved,County Road
709,99-97 CUTOFF,2,Paved,County Road
710,99-97 CUTOFF,2,Paved,County Road
711,HWY 3,2,Paved,State Highway
712,LONG PRAIRIE ROAD,2,Unpaved,County Road
713,NELSON ROAD,2,Unpaved,County Road
714,HWY 3,2,Paved,State Highway
715,QUARTZ VALLEY ROAD,2,Paved,County Road
716,OLD 99 HIGHWAY,2,Paved,County Road
717,SISKIYOU AVENUE,2,Paved,County Road
718,TRUITMAN LANE,2,Paved,County Road
719,BIG MEADOWS ROAD,2,Paved,County Road
720,HWY 97,3,Paved,State Highway
721,MARBLE VIEW DR,2,Paved,City Street
722,GUYS GULCH ROAD,2,Unpaved,County Road
723,HWY 3,2,Paved,State Highway
724,HAMILTON ST,2,Paved,City Street
725,MARBLE VIEW DR,2,Paved,City Street
726,HWY 3,2,Paved,State Highway
727,DOUGLAS ST,2,Paved,City Street
728,HWY 3,2,Paved,State Highway
729,DON ST,2,Paved,City Street
730,DON ST,2,Paved,City Street
731,COWAN ST,2,Paved,City Street
732,HWY 3,2,Paved,State Highway
733,ALLISON WAY,2,Paved,City Street
734,BUTTE ST,2,Paved,City Street
735,OAK MILL DR,2,Paved,City Street
736,BUTTE ST,2,Paved,City Street
737,HWY 96,2,Paved,State Highway
738,DIGGLES ST,2,Paved,City Street
739,HWY 3,2,Paved,State Highway
740,BUTTE ST,2,Paved,City Street
741,EAST MOFFETT CREEK ROAD,2,Unpaved,County Road
742,BOWER ST,2,Paved,City Street
743,JANE DR,2,Paved,City Street
744,HWY 3,2,Paved,State Highway
745,OLD 99 HIGHWAY,2,Paved,County Road
746,HIGH ST,2,Paved,City Street
747,FERN WAY,2,Paved,City Street
748,DIGGLES ST,2,Paved,City Street
749,ALLEY,2,Unpaved,City Street
750,ALLEY,2,Unpaved,City Street
751,STERLING ST,2,Paved,City Street
752,STERLING ST,2,Paved,City Street
753,HIGH ST,2,Paved,City Street
754,PINE ST,2,Paved,City Street
755,STERLING ST,2,Paved,City Street
756,HIGH ST,2,Paved,City Street
757,STERLING ST,2,Paved,City Street
758,HWY 3,2,Paved,State Highway
759,DIGGLES ST,2,Paved,City Street
760,EAST ST,2,Paved,City Street
761,STERLING ST,2,Paved,City Street
762,EAST MOFFETT CREEK ROAD,2,Paved,County Road
763,ALLEY,2,Unpaved,City Street
764,HWY 3,2,Paved,State Highway
765,NEWTON ST,2,Paved,City Street
766,GARLOCK ST,2,Unpaved,City Street
767,NEWTON ST,2,Paved,City Street
768,ALLEY,2,Paved,City Street
769,NEWTON ST,2,Paved,City Street
770,GARLOCK ST,2,Unpaved,City Street
771,GARLOCK ST,2,Paved,City Street
772,EAST ST,2,Paved,City Street
773,HORN ST,2,Paved,City Street
774,BRIDGE ST,2,Paved,City Street
775,NEWTON ST,2,Paved,City Street
776,HWY 3,2,Paved,State Highway
777,NEWTON ST,2,Paved,City Street
778,SCOTT RIVER ROAD,2,Paved,County Road
779,MATHEWS ST,2,Paved,City Street
780,GARLOCK ST,2,Paved,City Street
781,HWY 3,2,Paved,State Highway
782,GARLOCK ST,2,Paved,City Street
783,QUARTZ VALLEY ROAD,2,Paved,County Road
784,BRIDGE ST,2,Paved,City Street
785,SCOTT RIVER RD,2,Paved,City Street
786,TENNANT ROAD,2,Unpaved,County Road
787,EAST ST,2,Paved,City Street
788,QUARTZ VALLEY DRIVE,2,Paved,County Road
789,MATHEWS ST,2,Paved,City Street
790,DALE AVE,2,Paved,City Street
791,DALE AVE,2,Paved,City Street
792,SCOTT RIVER RD,2,Paved,City Street
793,HWY 3,2,Paved,State Highway
794,MATHEWS ST,2,Paved,City Street
795,MITTAN WAY,2,Paved,City Street
796,SCOTT RIVER RD,2,Paved,City Street
797,OLD WESTSIDE ROAD,2,Paved,County Road
798,SISKIYOU AVENUE,2,Paved,County Road
799,OLD 99 HIGHWAY,2,Paved,County Road
800,PUMPHOUSE ROAD,2,Paved,County Road
801,PUMPHOUSE ROAD,2,Unpaved,County Road
802,PUMPHOUSE ROAD,2,Unpaved,County Road
803,HWY 3,2,Paved,State Highway
804,SCOTT RIVER RD,2,Paved,City Street
805,HWY 3,2,Paved,State Highway
806,SISKIYOU AVENUE,2,Paved,County Road
807,OLD 99 HIGHWAY,2,Paved,County Road
808,LIGHTHILL ROAD,2,Unpaved,County Road
809,OLD 99 HIGHWAY,2,Paved,County Road
810,LIGHTHILL ROAD,2,Unpaved,County Road
811,CRAM GULCH ROAD,2,Paved,County Road
812,99-97 CUTOFF,2,Paved,County Road
813,BIG SPRINGS ROAD,2,Paved,County Road
814,EAST LOUIE ROAD,2,Unpaved,County Road
815,EAST LOUIE ROAD,2,Unpaved,County Road
816,EAST LOUIE ROAD,2,Unpaved,County Road
817,EASTSIDE ROAD,2,Paved,County Road
818,SCARFACE ROAD,2,Unpaved,County Road
819,EAST LOUIE ROAD,2,Unpaved,County Road
820,LIGHTHILL ROAD,2,Unpaved,County Road
821,CEMETERY ROAD,2,Paved,County Road
822,CEMETERY ROAD,2,Paved,County Road
823,EASTSIDE ROAD,2,Paved,County Road
824,DANGEL LANE,2,Unpaved,County Road
825,CEMETERY ROAD,2,Paved,County Road
826,EAST LOUIE ROAD,2,Paved,County Road
827,HWY 3,2,Paved,State Highway
828,LIGHTHILL ROAD,2,Paved,County Road
829,LONG PRAIRIE ROAD,2,Unpaved,County Road
830,MINER ST,2,Paved,City Street
831,I-5,2,Paved,Interstate
832,HWY 161,2,Paved,State Highway
833,S DEWITT WY,2,Paved,City Street
834,HORNBROOK ROAD,2,Paved,County Road
835,HWY 161,2,Paved,State Highway
836,HWY 161,2,Paved,State Highway
837,I-5,2,Paved,Interstate
838,HWY 161,2,Paved,State Highway
839,I-5R,2,Paved,Interstate Ramp
840,HWY 161,2,Paved,State Highway
841,HWY 97,2,Paved,State Highway
842,SHEEPY CREEK ROAD,2,Unpaved,County Road
843,HWY 161,2,Paved,State Highway
844,DORRIS BROWNELL ROAD,2,Paved,County Road
845,DORRIS BROWNELL ROAD,2,Paved,County Road
846,SAMS NECK ROAD,2,Unpaved,County Road
847,INDIAN POINT ROAD,2,Unpaved,County Road
848,I-5R,2,Paved,Interstate Ramp
849,I-5,2,Paved,Interstate
850,INDIAN POINT ROAD,2,Paved,County Road
851,OKLAHOMA SCHOOL ROAD,2,Unpaved,County Road
852,SAMS NECK ROAD,2,Paved,County Road
853,I-5,2,Paved,Interstate
854,MAPLE STREET,2,Unpaved,County Road
855,MAPLE STREET,2,Unpaved,County Road
856,FOURTH STREET,2,Unpaved,County Road
857,FIRST AVENUE,2,Paved,County Road
858,MAPLE STREET,2,Unpaved,County Road
859,MAPLE STREET,2,Paved,County Road
860,THIRD STREET,2,Paved,County Road
861,FIRST AVENUE,2,Paved,County Road
862,TARPON DRIVE,2,Paved,County Road
863,SECOND STREET,2,Paved,County Road
864,MAPLE STREET,2,Paved,County Road
865,HORNBROOK ROAD,2,Paved,County Road
866,SECOND STREET,2,Paved,County Road
867,FIRST AVENUE,2,Paved,County Road
868,HORNBROOK ROAD,2,Paved,County Road
869,SAMS NECK ROAD,2,Unpaved,County Road
870,SECOND STREET,2,Paved,County Road
871,FRONT STREET,2,Paved,County Road
872,MAPLE STREET,2,Paved,County Road
873,FIRST AVENUE,2,Paved,County Road
874,FIRST AVENUE,2,Paved,County Road
875,SAMS NECK ROAD,2,Paved,County Road
876,DORRIS BROWNELL ROAD,2,Unpaved,County Road
877,FIRST STREET,2,Paved,County Road
878,FRONT STREET,2,Paved,County Road
879,FRONT STREET,2,Paved,County Road
880,CAVIN STREET,2,Unpaved,County Road
881,FIRST AVENUE,2,Paved,County Road
882,HENLEY HORNBROOK ROAD,2,Paved,County Road
883,HORNBROOK ROAD,2,Paved,County Road
884,LANE ST,2,Paved,City Street
885,HENLEY HORNBROOK ROAD,2,Paved,County Road
886,OREGON ROAD,2,Paved,County Road
887,FRONT STREET,2,Paved,County Road
888,FIRST AVENUE,2,Paved,County Road
889,FRONT STREET,2,Unpaved,County Road
890,SAMS NECK ROAD,2,Unpaved,County Road
891,MEISS LAKE SAMS NECK ROAD,2,Paved,County Road
892,FIRST AVENUE,2,Paved,County Road
893,LOWER KLAMATH LAKE ROAD,2,Unpaved,County Road
894,DORRIS BROWNELL ROAD,2,Unpaved,County Road
895,FIRST AVENUE,2,Unpaved,County Road
896,I-5,2,Paved,Interstate
897,I-5,2,Paved,Interstate
898,OREGON ROAD,2,Paved,County Road
899,PILOT ROAD,2,Paved,County Road
900,OREGON ROAD,2,Paved,County Road
901,MAIN STREET,2,Paved,County Road
902,MAIN STREET,2,Paved,County Road
903,MAIN STREET,2,Paved,County Road
904,OREGON ROAD,2,Paved,County Road
905,COPCO ROAD,2,Paved,County Road
906,DRY CREEK ROAD,2,Unpaved,County Road
907,COPCO ROAD,2,Paved,County Road
908,COPCO ROAD,2,Paved,County Road
909,I-5,2,Paved,Interstate
910,COPCO ROAD,2,Paved,County Road
911,RANCHERIA CREEK ROAD,2,Paved,County Road
912,I-5,2,Paved,Interstate
913,RANCHERIA CREEK ROAD,2,Paved,County Road
914,RANCHERIA CREEK ROAD,2,Paved,County Road
915,I-5R,2,Paved,Interstate Ramp
916,RANCHERIA CREEK ROAD,2,Paved,County Road
917,RANCHERIA CREEK ROAD,2,Paved,County Road
918,RANCHERIA CREEK ROAD,2,Paved,County Road
919,INDIAN POINT ROAD,2,Unpaved,County Road
920,SALMON STREET,2,Paved,County Road
921,COPCO ROAD,2,Paved,County Road
922,COPCO ROAD,2,Paved,County Road
923,STEELHEAD COURT,2,Paved,County Road
924,COPCO PLACE,2,Paved,County Road
925,COPCO ROAD,2,Paved,County Road
926,COPCO ROAD,2,Paved,County Road
927,SALMON STREET,2,Paved,County Road
928,HORNBROOK ROAD,2,Paved,County Road
929,MAIN STREET,2,Paved,County Road
930,SALMON COURT,2,Paved,County Road
931,SALMON PLACE,2,Paved,County Road
932,COPCO COURT,2,Paved,County Road
933,COPCO ROAD,2,Paved,County Road
934,HORNBROOK ROAD,2,Paved,County Road
935,ROY JONES ROAD,2,Paved,County Road
936,AGER ROAD,2,Paved,County Road
937,KLAMATHON  ROAD,2,Paved,County Road
938,COPCO ROAD,2,Paved,County Road
939,DRY CREEK ROAD,2,Unpaved,County Road
940,COPCO ROAD,2,Paved,County Road
941,COPCO ROAD,2,Paved,County Road
942,SALMON STREET,2,Paved,County Road
943,DORRIS BROWNELL ROAD,2,Unpaved,County Road
944,COPCO ROAD,2,Paved,County Road
945,WHITEFISH PLACE,2,Paved,County Road
946,I-5R,2,Paved,Interstate Ramp
947,I-5,2,Paved,Interstate
948,I-5,2,Paved,Interstate
949,KLAMATHON  ROAD,2,Unpaved,County Road
950,LOWER KLAMATH LAKE ROAD,2,Unpaved,County Road
951,FIR DRIVE,2,Paved,County Road
952,AGER ROAD,2,Paved,County Road
953,PINE COURT,2,Paved,County Road
954,AGER ROAD,2,Paved,County Road
955,KLAMATHON  ROAD,2,Paved,County Road
956,RIVER COURT,2,Paved,County Road
957,KLAMATHON  ROAD,2,Paved,County Road
958,BEAVER COURT,2,Unpaved,County Road
959,RAINBOW WAY,2,Paved,County Road
960,AGER ROAD,2,Paved,County Road
961,SCHOOLHOUSE ROAD,2,Paved,County Road
962,MEISS LAKE SAMS NECK ROAD,2,Paved,County Road
963,HWY 97,2,Paved,State Highway
964,MEISS LAKE SAMS NECK ROAD,2,Paved,County Road
965,RIVER STREET,2,Paved,County Road
966,DENNIS PLACE,2,Paved,County Road
967,FIR STREET,2,Unpaved,County Road
968,FIR STREET,2,Unpaved,County Road
969,FIR STREET,2,Paved,County Road
970,FIR DRIVE,2,Paved,County Road
971,ROOSTER PLACE,2,Unpaved,County Road
972,ROOSTER DRIVE,2,Unpaved,County Road
973,DENNIS PLACE,2,Paved,County Road
974,INDIAN CREEK ROAD,2,Paved,County Road
975,BIRCH STREET,2,Paved,County Road
976,BIRCH PLACE,2,Unpaved,County Road
977,FIR STREET,2,Paved,County Road
978,FIR COURT,2,Paved,County Road
979,DENNIS LANE,2,Paved,County Road
980,CREEK STREET,2,Unpaved,County Road
981,RAINBOW STREET,2,Paved,County Road
982,AGER ROAD,2,Paved,County Road
983,REDWOOD STREET,2,Paved,County Road
984,AGER ROAD,2,Paved,County Road
985,BIRCH STREET,2,Paved,County Road
986,BIRCH COURT,2,Unpaved,County Road
987,CREEK STREET,2,Unpaved,County Road
988,DENNIS LANE,2,Paved,County Road
989,BIRCH STREET,2,Paved,County Road
990,DENNIS PLACE,2,Paved,County Road
991,DENNIS PLACE,2,Unpaved,County Road
992,SCHOOLHOUSE ROAD,2,Unpaved,County Road
993,FIR STREET,2,Paved,County Road
994,AGER ROAD,2,Paved,County Road
995,SUGARPINE STREET,2,Paved,County Road
996,SCHOOLHOUSE ROAD,2,Paved,County Road
997,DENNIS LANE,2,Paved,County Road
998,AGER ROAD,2,Paved,County Road
999,SOUTH FORK ROAD,2,Paved,County Road
1000,SUGARPINE PLACE,2,Unpaved,County Road
1001,KLAMATHON  ROAD,2,Unpaved,County Road
1002,BUTTE VALLEY AIRPORT ROAD,2,Paved,County Road
1003,BULLPINE PLACE,2,Paved,County Road
1004,AGER ROAD,2,Paved,County Road
1005,HORNBROOK ROAD,2,Paved,County Road
1006,DENNIS PLACE,2,Unpaved,County Road
1007,HWY 97,2,Paved,State Highway
1008,BUTTE VALLEY AIRPORT ROAD,2,Unpaved,County Road
1009,SUGARPINE STREET,2,Paved,County Road
1010,SUGARPINE STREET,2,Unpaved,County Road
1011,LOWER KLAMATH LAKE ROAD,2,Unpaved,County Road
1012,SOUTH FORK ROAD,2,Unpaved,County Road
1013,PONDEROSA STREET,2,Paved,County Road
1014,PONDEROSA COURT,2,Paved,County Road
1015,SUGARPINE STREET,2,Unpaved,County Road
1016,AGER ROAD,2,Paved,County Road
1017,KLAMATHON  ROAD,2,Paved,County Road
1018,WOLF COURT,2,Unpaved,County Road
1019,WHITEPINE PLACE,2,Unpaved,County Road
1020,WHITEPINE STREET,2,Paved,County Road
1021,WHITEPINE STREET,2,Paved,County Road
1022,WHITEPINE COURT,2,Unpaved,County Road
1023,PONDEROSA STREET,2,Paved,County Road
1024,BEAR COURT,2,Paved,County Road
1025,PONDEROSA PLACE,2,Paved,County Road
1026,PONDEROSA PLACE,2,Unpaved,County Road
1027,PONDEROSA STREET,2,Paved,County Road
1028,AGER ROAD,2,Paved,County Road
1029,PONDEROSA STREET,2,Paved,County Road
1030,PONDEROSA PLACE,2,Unpaved,County Road
1031,AGER ROAD,2,Paved,County Road
1032,ELK COURT,2,Paved,County Road
1033,OWENS WAY,2,Paved,County Road
1034,DEER COURT,2,Unpaved,County Road
1035,PONDEROSA STREET,2,Paved,County Road
1036,OWENS WAY,2,Paved,County Road
1037,PONDEROSA STREET,2,Paved,County Road
1038,SQUIRREL PLACE,2,Paved,County Road
1039,MINK COURT,2,Paved,County Road
1040,AGER ROAD,2,Paved,County Road
1041,MILTON WAY,2,Paved,County Road
1042,OWENS WAY,2,Paved,County Road
1043,SQUIRREL COURT,2,Paved,County Road
1044,AGER ROAD,2,Paved,County Road
1045,OWENS WAY,2,Paved,County Road
1046,AGER BESWICK ROAD,2,Paved,County Road
1047,OWENS WAY,2,Paved,County Road
1048,CHIPMUNK COURT,2,Paved,County Road
1049,OWENS WAY,2,Paved,County Road
1050,OWENS WAY,2,Paved,County Road
1051,PONDEROSA STREET,2,Paved,County Road
1052,WHITEPINE STREET,2,Paved,County Road
1053,OWENS WAY,2,Paved,County Road
1054,RACOON DRIVE,2,Paved,County Road
1055,RACOON DRIVE,2,Paved,County Road
1056,RABBIT PLACE,2,Unpaved,County Road
1057,DORRIS BROWNELL ROAD,2,Unpaved,County Road
1058,SABLE COURT,2,Paved,County Road
1059,AGER ROAD,2,Paved,County Road
1060,RACOON  COURT,2,Paved,County Road
1061,CHIPMUNK PLACE,2,Paved,County Road
1062,CHINCHILLA COURT,2,Unpaved,County Road
1063,AGER ROAD,2,Paved,County Road
1064,BEAVER CREEK ROAD,2,Paved,County Road
1065,SHADY DELL ROAD,2,Paved,County Road
1066,SHADY DELL ROAD,2,Unpaved,County Road
1067,SHADY DELL ROAD,2,Paved,County Road
1068,EAST BUTTE VALLEY ROAD,2,Paved,County Road
1069,DORRIS BROWNELL ROAD,2,Unpaved,County Road
1070,LOWER KLAMATH LAKE ROAD,2,Unpaved,County Road
1071,KLAMATHON  ROAD,2,Unpaved,County Road
1072,LOWER KLAMATH LAKE ROAD,2,Unpaved,County Road
1073,AGER ROAD,2,Paved,County Road
1074,AGER BESWICK ROAD,2,Paved,County Road
1075,HWY 97,2,Paved,State Highway
1076,SHADY DELL ROAD,2,Paved,County Road
1077,SHADY DELL ROAD,2,Paved,County Road
1078,SHADY DELL ROAD,2,Paved,County Road
1079,I-5,2,Paved,Interstate
1080,KLAMATH RIVER ROAD,2,Unpaved,County Road
1081,I-5,2,Paved,Interstate
1082,KLAMATH RIVER ROAD,2,Unpaved,County Road
1083,MACDOEL DORRIS ROAD,2,Unpaved,County Road
1084,I-5R,2,Paved,Interstate Ramp
1085,I-5,2,Paved,Interstate
1086,I-5R,2,Paved,Interstate Ramp
1087,I-5,2,Paved,Interstate
1088,MACDOEL DORRIS ROAD,2,Paved,County Road
1089,I-5R,2,Paved,Interstate Ramp
1090,I-5R,2,Paved,Interstate Ramp
1091,HWY 96,2,Paved,State Highway
1092,DORRIS BROWNELL ROAD,2,Unpaved,County Road
1093,KLAMATHON  ROAD,2,Unpaved,County Road
1094,HWY 96,2,Paved,State Highway
1095,KLAMATHON  ROAD,2,Paved,County Road
1096,KLAMATHON  ROAD,2,Paved,County Road
1097,I-5,2,Paved,Interstate
1098,KLAMATHON  ROAD,2,Paved,County Road
1099,I-5,2,Paved,Interstate
1100,KLAMATHON  ROAD,2,Paved,County Road
1101,KLAMATHON  ROAD,2,Paved,County Road
1102,KLAMATHON  ROAD,2,Paved,County Road
1103,KLAMATH RIVER ROAD,2,Unpaved,County Road
1104,SEIAD CREEK ROAD,2,Paved,County Road
1105,HWY 96,2,Paved,State Highway
1106,INDIAN CREEK ROAD,2,Paved,County Road
1107,I-5R,2,Paved,Interstate Ramp
1108,I-5,2,Paved,Interstate
1109,SEIAD CREEK ROAD,2,Paved,County Road
1110,SEIAD OAKS ROAD,2,Paved,County Road
1111,I-5,2,Paved,Interstate
1112,I-5R,2,Paved,Interstate Ramp
1113,PINE PLACE ROAD,2,Paved,County Road
1114,INDIAN CREEK ROAD,2,Paved,County Road
1115,I-5R,2,Paved,Interstate Ramp
1116,I-5,2,Paved,Interstate
1117,I-5R,2,Paved,Interstate Ramp
1118,DORRIS TECHNOR ROADS CONNECTION,2,Unpaved,County Road
1119,DORRIS TECHNOR ROADS CONNECTION,2,Paved,County Road
1120,DORRIS TECHNOR ROADS CONNECTION,2,Paved,County Road
1121,SHEEP MOUNTAIN ROAD,2,Paved,County Road
1122,MACDOEL DORRIS ROAD,2,Unpaved,County Road
1123,SHEEP MOUNTAIN ROAD,2,Unpaved,County Road
1124,I-5R,2,Paved,Interstate Ramp
1125,SHEEP MOUNTAIN ROAD,2,Unpaved,County Road
1126,AGER ROAD,2,Paved,County Road
1127,SEIAD CREEK ROAD,2,Paved,County Road
1128,YORK ROAD,2,Paved,County Road
1129,YORK ROAD,2,Unpaved,County Road
1130,YORK ROAD,2,Paved,County Road
1131,KLAMATH RIVER ROAD,2,Unpaved,County Road
1132,KLAMATH RIVER ROAD,2,Paved,County Road
1133,HORSE CREEK ROAD,2,Unpaved,County Road
1134,YORK ROAD,2,Unpaved,County Road
1135,HORSE CREEK ROAD,2,Unpaved,County Road
1136,HORSE CREEK ROAD,2,Paved,County Road
1137,OLD SEIAD CREEK ROAD,2,Paved,County Road
1138,HWY 96,2,Paved,State Highway
1139,HWY 96,2,Paved,State Highway
1140,YORK ROAD,2,Paved,County Road
1141,YORK ROAD,2,Unpaved,County Road
1142,AIRPORT ROAD,2,Paved,County Road
1143,HWY 97,2,Paved,State Highway
1144,SHEEP MOUNTAIN ROAD,2,Paved,County Road
1145,YORK ROAD,2,Paved,County Road
1146,HWY 96,2,Paved,State Highway
1147,KLAMATH RIVER ROAD,2,Unpaved,County Road
1148,KLAMATH RIVER ROAD,2,Paved,County Road
1149,LADD ROAD,2,Paved,County Road
1150,WALKER CREEK ROAD,2,Paved,County Road
1151,HWY 96,2,Paved,State Highway
1152,KLAMATH RIVER ROAD,2,Unpaved,County Road
1153,WALKER BRIDGE CONNECTION,2,Paved,County Road
1154,WALKER ROAD,2,Unpaved,County Road
1155,MEISS LAKE ROAD,2,Paved,County Road
1156,WALKER ROAD,2,Paved,County Road
1157,KLAMATH RIVER ROAD,2,Paved,County Road
1158,MEISS LAKE ROAD,2,Unpaved,County Road
1159,HWY 96,2,Paved,State Highway
1160,YREKA WALKER ROAD,2,Paved,County Road
1161,WALKER ROAD,2,Paved,County Road
1162,MEISS LAKE ROAD,2,Unpaved,County Road
1163,INDIAN CREEK ROAD,2,Paved,County Road
1164,WALKER CREEK ROAD,2,Paved,County Road
1165,HORSE CREEK ROAD,2,Paved,County Road
1166,MEISS LAKE ROAD,2,Paved,County Road
1167,WALKER CREEK ROAD,2,Unpaved,County Road
1168,KLAMATH RIVER ROAD,2,Unpaved,County Road
1169,HWY 96,2,Paved,State Highway
1170,KLAMATH RIVER ROAD,2,Unpaved,County Road
1171,WALKER ROAD,2,Unpaved,County Road
1172,WALKER ROAD,2,Unpaved,County Road
1173,HILL ROAD,2,Paved,County Road
1174,KLAMATH RIVER ROAD,2,Unpaved,County Road
1175,KLAMATH RIVER ROAD,2,Unpaved,County Road
1176,YORK ROAD,2,Unpaved,County Road
1177,GRIDER ROAD,2,Paved,County Road
1178,DOOLITTLE CREEK ROAD,2,Paved,County Road
1179,YORK ROAD,2,Paved,County Road
1180,HILL ROAD,2,Paved,County Road
1181,KLAMATH RIVER ROAD,2,Paved,County Road
1182,YORK ROAD,2,Unpaved,County Road
1183,YORK ROAD,2,Paved,County Road
1184,YORK ROAD,2,Unpaved,County Road
1185,HWY 97,2,Paved,State Highway
1186,COLIMA STREET,2,Paved,County Road
1187,MT PITT ROAD,2,Paved,County Road
1188,YORK ROAD,2,Paved,County Road
1189,YORK ROAD,2,Unpaved,County Road
1190,YORK ROAD,2,Unpaved,County Road
1191,YORK ROAD,2,Unpaved,County Road
1192,YORK ROAD,2,Unpaved,County Road
1193,YORK ROAD,2,Paved,County Road
1194,HWY 96,2,Paved,State Highway
1195,HWY 97,2,Paved,State Highway
1196,RAILROAD AVENUE,2,Unpaved,County Road
1197,VERA CRUZ STREET,2,Paved,County Road
1198,OLD STATE HWY,2,Paved,County Road
1199,VERA CRUZ STREET,2,Paved,County Road
1200,VERA CRUZ STREET,2,Paved,County Road
1201,HWY 97,2,Paved,State Highway
1202,VERA CRUZ STREET,2,Paved,County Road
1203,MT PITT ROAD,2,Paved,County Road
1204,RAILROAD AVENUE,2,Paved,County Road
1205,DORRIS TECHNOR ROADS CONNECTION,2,Unpaved,County Road
1206,VERA CRUZ STREET,2,Paved,County Road
1207,TACOMA STREET,2,Paved,County Road
1208,HWY 96,2,Paved,State Highway
1209,RAILROAD AVENUE,2,Paved,County Road
1210,CORTEZ STREET,2,Paved,County Road
1211,OLD STATE HWY,2,Paved,County Road
1212,CORTEZ STREET,2,Paved,County Road
1213,HWY 97,2,Paved,State Highway
